Dam Name,NID ID,Owner Names,Primary Owner Type,Primary Purpose,Purposes,Latitude,Longitude,State,County,City,River or Stream Name,Congressional District,Federal Agency Owners,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Primary Dam Type,NID Height (Ft),Dam Length (Ft),Year Completed,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Drainage Area (Sq Miles),Number of Locks,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Data Last Updated,Website URL
Steele Creek Dam,TN16309,City Of Bristol,Local Government,,,36.563611,-82.226667,Tennessee,Sullivan,Bristol,Steele Creek,"Tennessee, Congressional District 01",,,,,Earth,50,210,1963,1989,1989,11.8,,11/17/2025,1,High,Satisfactory,11/17/2025,Yes,06/30/2025,01/28/2026,https://damsafety.org/tennessee
Brown Lake Dam,MO31850,BROWN QUARRIES,Private,,,38.53777044,-91.04770954,Missouri,Franklin,Washington,Trib. of St. John'S Creek,"Missouri, Congressional District 02",,,,,Earth,30,,1982,273,273,175,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Thompson Lake Dam,MO10720,ROGER CARSON,Private,Flood Risk Reduction,"Flood Risk Reduction;Fire Protection, Stock, Or Small Fish Pond;Recreation",39.9534821,-94.87967771,Missouri,Andrew,Amazonia,Tr-Caples Creek,"Missouri, Congressional District 06",,,,,Earth,30,,1936,112,112,180,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Bauman Lake Dam,MO31107,VERNON BAUMAN,Private,Recreation,Recreation,37.68694444,-90.16944444,Missouri,St. Francois,Minnith,Tr-Coldwater Creek,"Missouri, Congressional District 08",,,,,Earth,34,,1940,73,73,90,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Trojan Lake Dam,MO10767,"J. PAUL HUNT,ET AL",Private,Recreation,Recreation,38.96969386,-90.98307151,Missouri,Lincoln,Troy,Buchanan Creek,"Missouri, Congressional District 06",,,,,Earth,20,,1964,255,255,710,0,04/22/1980,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
"Williams,Paul Dam",MO11299,PAUL E WILLIAMS,Private,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Recreation",39.37373642,-91.1333777,Missouri,Pike,Louisiana,Tr-Noix Creek,"Missouri, Congressional District 06",,,,,Earth,28,,1973,75,75,140,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Highlands Lake Dam,MO12215,HIGHLAND PROPERTIES CO.,Private,Flood Risk Reduction,Flood Risk Reduction;Recreation,38.8957659,-92.3567925,Missouri,Boone,Columbia,Rock Creek,"Missouri, Congressional District 03",,,,,Earth,34,,1986,91,91,60,0,07/16/1986,0,High,Not Rated,,Not Required,,04/02/2025,https://damsafety.org/missouri
Tebo Freshwater Lake Dam,MO20152,MCALESTER FUEL CO,Private,Water Supply,Water Supply,38.47226687,-93.64378976,Missouri,Henry,Calhoun,Sand Creek,"Missouri, Congressional District 04",,,,,Earth,26,,1957,3477,3477,26000,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Longville Lake,LA00238,G. Hickman;R.Temple,Private,Recreation,Recreation,30.6054569,-93.2424609,Louisiana,Beauregard,Longville    ,Horse Branch,"Louisiana, Congressional District 04",,,,,Earth,10,2300,1950,600,600,2,,09/25/2023,1,High,Poor,09/25/2023,Yes,09/26/2013,06/25/2025,https://damsafety.org/louisiana
Poinsett Wid Site 12,AR01432,Poinsett Watershed Improvement District,Local Government,Recreation,Recreation,35.6357375,-90.6581912,Arkansas,Poinsett,Greenfield,Ditch # 1 - Tr,"Arkansas, Congressional District 01",,,Natural Resources Conservation Service,,Earth,28,802,1981,208,208,0.3,,04/01/2024,1,High,Fair,04/01/2024,Yes,12/16/2014,02/26/2026,https://damsafety.org/arkansas
Strumfels Lake Dam,MO30849,G. W. STRUMFELS,Private,Recreation,Recreation,38.62166667,-90.50583333,Missouri,St. Louis,Manchester,Tr To Glaize Creek,"Missouri, Congressional District 02",,,,,Earth,34,,1959,73,73,24,0,08/18/1981,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Lake Grendel Dam,MO30516,,Private,Recreation,Recreation,38.76780303,-91.08809122,Missouri,Warren,Innsbrook,Tr-North Fork Charrette Creek,"Missouri, Congressional District 02",,,,,Earth,39,470,1968,128,128,0.12,,08/02/2022,3,High,Satisfactory,09/13/2013,Yes,08/11/2010,05/03/2023,https://damsafety.org/missouri
Vera Lake Dam,MO11300,MRS TESSIE CARSON TODD,Private,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",39.37277778,-91.14055556,Missouri,Pike,Louisiana,Tr-Noix Creek,"Missouri, Congressional District 06",,,,,Earth,25,,1937,67,67,150,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Lake Cavalier Dam,MS02274,LAKE CAVALIER HOMEOWNERS ASSOCIATION,Private,Recreation,Recreation,32.46755647,-90.22614981,Mississippi,Madison,,Unt of Limekiln Creek,"Mississippi, Congressional District 03",,,,,Earth,35,2100,1954,2530,2530,1.56,,02/17/2023,5,High,Poor,07/13/2020,Yes,08/01/2020,05/31/2023,https://damsafety.org/mississippi
Pine Lake Dam,MO30527,LEO J MALONE,Private,Recreation,Recreation;Flood Risk Reduction,38.09193504,-91.27598537,Missouri,Crawford,Leasburg,Tr Meramec River,"Missouri, Congressional District 03",,,,,Earth,38,960,1960,375,375,0.29,,04/02/2020,3,High,Satisfactory,12/21/2007,Yes,11/02/2012,05/03/2023,https://damsafety.org/missouri
Slime Pond Dam,MO30611,MINE LAMOTTE RECRTN ASSC,Private,Recreation,Recreation,37.60217087,-90.27144281,Missouri,Madison,Fredericktown,Tr To Shays Creek,"Missouri, Congressional District 08",,,,,Earth,33,,1950,1080,1080,760,0,02/25/1981,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Hidden Lakes #5,MO40180,TAN TAR A ESTATES COMMUNITY ASSOCIATION,Private,,,38.1342,-92.722,Missouri,Camden,Tan Tar A,Tributary of Lake Ozarks,"Missouri, Congressional District 03",,,,,Earth,53,160,1970,8.9,8.9,0.02,,06/24/2020,3,High,Satisfactory,08/27/2012,Yes,02/23/2012,05/03/2023,https://damsafety.org/missouri
Magee Lake Dam,MO31011,,Private,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Flood Risk Reduction",39.29850233,-90.9984529,Missouri,Pike,Eolia,Mud Creek,"Missouri, Congressional District 06",,,,,Earth,42,900,1973,645,645,0.23,,03/14/2022,3,High,Satisfactory,12/21/2007,Yes,08/03/2014,05/03/2023,https://damsafety.org/missouri
Poinsett Wid Site 9,AR01434,Poinsett Watershed Improvement District,Local Government,Recreation,Recreation,35.6073807,-90.6770901,Arkansas,Poinsett,Greenfield,Big Creek - Tr,"Arkansas, Congressional District 01",,,Natural Resources Conservation Service,,Earth,31,1540,1981,376,376,0.6,,04/01/2024,1,High,Fair,04/01/2024,Yes,12/16/2014,02/26/2026,https://damsafety.org/arkansas
Hall Lake Dam,MO11038,EARL HALL,Private,Other,Other,40.41215725,-95.52569384,Missouri,Atchison,Rockport,Tr-Rock Creek,"Missouri, Congressional District 06",,,,,Earth,30,,1972,96,96,80,0,06/05/1980,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Poteau River Wid Site 08,AR00845,Poteau River Watershed Improvement District,Local Government,Flood Risk Reduction,Flood Risk Reduction,34.9473453,-94.1972592,Arkansas,Scott,Hon,Lookout Creek,"Arkansas, Congressional District 04",,,Natural Resources Conservation Service,,Earth,49,1348,1971,2142,2142,3.4,,08/15/2024,1,High,Poor,12/11/2024,Yes,01/27/2015,01/07/2026,https://damsafety.org/arkansas
Parkview Lake Dam,IA02030,City of Urbandale,Local Government,Flood Risk Reduction,Flood Risk Reduction;Recreation,41.6373,-93.7269,Iowa,Polk,Urbandale,Karen Acres Creek,"Iowa, Congressional District 03",,,,,Earth,21,870,1978,95,95,0.41,0,06/08/2023,2,High,Satisfactory,06/14/2023,Yes,12/08/2021,03/06/2025,https://damsafety.org/iowa
Welshmans Lake Dam,MO31173,PAUL J. WILLIAMS,Private,Recreation,Recreation,37.91572689,-90.57992524,Missouri,St. Francois,Blackwell,Tr-Cabanne Course,"Missouri, Congressional District 08",,,,,Earth,32,,1973,120,120,150,0,10/29/1980,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Drexel Lake Dam,MO20046,CITY OF DREXEL,Local Government,Recreation,Recreation;Water Supply,38.4744931,-94.60657811,Missouri,Bates,Drexel,North Sugar Creek,"Missouri, Congressional District 04",,,,,Earth,22,,1953,306,306,2920,0,04/05/1979,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Valle Lake Dam,MO30438,VALLE LAKE PROP OWN ASSN,Private,Recreation,Recreation,38.05326968,-90.51516516,Missouri,Jefferson,Desoto,Fletcher Branch,"Missouri, Congressional District 08",,,,,Earth,39,820,1955,800,800,2.97,,09/22/2020,3,High,Satisfactory,12/21/2007,Yes,10/29/2015,05/03/2023,https://damsafety.org/missouri
Anchor Lake Dam,MS01454,ANCHOR LAKE PROP OWNERS ASSOC.,Private,Recreation,Recreation,30.62825402,-89.59900679,Mississippi,Pearl River,Picayune,East Hobolochitto,"Mississippi, Congressional District 04",,,,,Earth,24,2500,1965,3370,3370,8,,03/15/2023,5,High,Poor,09/01/2022,Yes,09/26/2016,05/31/2023,https://damsafety.org/mississippi
Danube Corporation Lower Dam,MO30061,DANUBE CORPORATION,Private,Recreation,Recreation,38.20002704,-92.00383465,Missouri,Maries,Westphalia,Keiser Branch,"Missouri, Congressional District 03",,,,,Earth,32,,1957,633,633,900,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Sycamore Valley Lake Dam,MO40166,"SYCAMORE VALLEY LAKE, LLC",Private,,,38.615485,-90.835444,Missouri,St. Charles,Defiance,Osage Creek,"Missouri, Congressional District 02",,,,,Earth,72,800,2012,2300,2300,2.02,,04/05/2022,2,High,Satisfactory,05/03/2012,Yes,11/03/2014,05/03/2023,https://damsafety.org/missouri
Salmon Lake Dam,TN04704,"Thompson, Tommy R.",Private,Recreation,Recreation,35.238333,-89.606389,Tennessee,Fayette,Eads,Trib-Cypress Creek,"Tennessee, Congressional District 08",,,,,Earth,26,620,1967,192,192,0.13,,09/03/2025,1,High,Satisfactory,09/03/2025,Yes,02/27/2026,05/28/2026,https://damsafety.org/tennessee
Poinsett Wid Site 3,AR01279,Poinsett Watershed Improvement District,Local Government,Flood Risk Reduction,Flood Risk Reduction,35.501666667,-90.6836111111111,Arkansas,Poinsett,None,Distress Creek-Tr,"Arkansas, Congressional District 01",,,Natural Resources Conservation Service,,Earth,34,755,1979,240,240,0.5,,04/01/2024,1,High,Fair,04/01/2024,No,,02/26/2026,https://damsafety.org/arkansas
Hidden Hollow Farm Dam,MO31927,,Private,Recreation,Recreation,38.47406409,-90.50137378,Missouri,Jefferson,Highridge,Trib Saline Creek,"Missouri, Congressional District 08",,,,,,34,350,1988,73,73,45,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Voelkerding Lake Dam,MO30059,W & J VOELKERDING TRUST,Private,Recreation,Recreation,38.61130692,-90.98862868,Missouri,Warren,Dutzow,Trib-Lake Creek,"Missouri, Congressional District 02",,,,,Earth,31,,1960,199,199,100,0,05/20/1980,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Lake Lasata Dam,MO31916,MARVIN H. DRURY,Private,Recreation,Recreation,37.9970372,-90.23317007,Missouri,Ste. Genevieve,Bloomsdale,Trib. To Fourche A Du Clos,"Missouri, Congressional District 08",,,,,Earth,80,870,1992,2095,2095,2.08,,10/18/2022,2,High,Satisfactory,12/21/2007,Yes,06/20/2014,05/03/2023,https://damsafety.org/missouri
Wilson Lake Dam,MO12100,WILLIAM J WILSON ESTATE,Private,Other,Other,39.4868469,-94.93585966,Missouri,Platte,Weston,Tr-Bear Creek,"Missouri, Congressional District 06",,,,,Earth,25,,1979,68,68,1100,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Richmond Schools Dam,MO10588,RICHMOND SCHOOL DIST R16,Local Government,Recreation,Recreation,39.26585506,-93.96911871,Missouri,Ray,Henrietta,Lick Creek,"Missouri, Congressional District 06",,,,,Earth,25,,1963,94,94,90,0,12/02/1980,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Queen City Reservoir Dam,MO10186,"QUEEN CITY,MO",Local Government,Recreation,Recreation;Water Supply,40.37367213,-92.57492156,Missouri,Schuyler,Greentop,#Name?,"Missouri, Congressional District 06",,,,,Earth,22,,1965,330,330,530,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
May Lake Dam,MO20381,RONALD MAY,Private,Irrigation,"Irrigation;Fire Protection, Stock, Or Small Fish Pond;Recreation;Water Supply",38.47845818,-94.55595598,Missouri,Cass,Drexel,Tr-Mormon Fork,"Missouri, Congressional District 04",,,,,Earth,20,,1976,193,193,270,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Muenks Dam,MO31337,JOE MUENKS,Private,Irrigation,"Irrigation;Fire Protection, Stock, Or Small Fish Pond;Recreation",38.51740712,-91.89836974,Missouri,Osage,Chamois,Tr-Maasen Creek-Loose Creek,"Missouri, Congressional District 03",,,,,Earth,29,,1971,78,78,60,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Klocke Lake Dam,MO11293,RICHARD KLOCKE,Private,Debris Control,"Debris Control;Fire Protection, Stock, Or Small Fish Pond;Recreation",39.99333333,-91.72111111,Missouri,Lewis,Hannibal,Tr-Grassy Creek,"Missouri, Congressional District 06",,,,,Earth,18,,1969,67,67,250,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Lake Neoma Dam,MS02217,"LAKE NEOMA, INC",Private,Recreation,Recreation,32.69240923,-90.02061356,Mississippi,Madison,,Unt of Tilda Bogue,"Mississippi, Congressional District 02",,,,,Earth,26,1050,1939,667,667,0.3,,02/23/2023,5,High,Poor,01/31/2022,Yes,08/01/2020,05/31/2023,https://damsafety.org/mississippi
Donze Lake Dam,MO30171,ALVIN DONZE,Private,Recreation,Recreation,37.83280189,-90.03342525,Missouri,Ste. Genevieve,St Marys,Tr-Saline Cr,"Missouri, Congressional District 08",,,,,Earth,32,,1969,479,479,745,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Lake In The Sky Dam,TN00903,Top O' The World L.o.a.,Private,,,35.658056,-83.907222,Tennessee,Blount,West Miller Grove,Flat Creek,"Tennessee, Congressional District 02",,,,,Earth,33,451,1966,939,939,1.69,,10/02/2024,1,High,Satisfactory,10/02/2024,Yes,12/11/2023,06/09/2025,https://damsafety.org/tennessee
D. O. Allen Dam,MO31881,D. O. ALLEN,Private,Recreation,Recreation,36.75967048,-92.46591317,Missouri,Ozark,Souder,Gardner Hollow,"Missouri, Congressional District 08",,,,,Earth,25,,1985,160,160,450,0,12/23/1985,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Brookfield Reservoir Dam,MO10183,CITY OF BROOKFIELD,Local Government,Water Supply,Water Supply,39.792124,-93.05096313,Missouri,Linn,Brookfield,West Yellow Creek-Offstream,"Missouri, Congressional District 06",,,,,Earth,13,,1952,132,132,19,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Olen Burrage Jr Lake Dam,MS03530,"OLEN BURRAGE, JR.",Private,Recreation,Recreation,32.75745314,-89.15575387,Mississippi,Neshoba,,Unnamed,"Mississippi, Congressional District 03",,,,,Earth,22,550,1996,188,188,0.12,,12/06/2022,5,High,Fair,12/06/2022,No,,05/31/2023,https://damsafety.org/mississippi
Hickory Hollow Lake Dam,MO31068,MR. TOM ALLEN,Private,Recreation,Recreation,37.71464695,-89.99568632,Missouri,Perry,St Marys,Tr-Goose Creek,"Missouri, Congressional District 08",,,,,Earth,44,760,1964,830,830,0.86,,01/05/2023,3,High,Satisfactory,12/21/2007,Yes,02/20/2015,05/03/2023,https://damsafety.org/missouri
Stiles,WI00762,Oconto Electric Cooperative,Public Utility,Hydroelectric,Hydroelectric;Recreation,44.8579,-88.0536,Wisconsin,Oconto,Stiles                                            ,Oconto River                  ,"Wisconsin, Congressional District 08",,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,Earth,29,2600,1949,2400,2400,796,,07/29/2026,1,High,Fair,08/25/2026,Yes,12/29/2025,08/26/2026,https://www.ferc.gov/dam-safety-and-inspections
Merrell Lake Dam,MO30352,ROBERT LEWIS MERRILL,Private,Recreation,Recreation,36.60698973,-92.40168161,Missouri,Ozark,Mammoth,Tr-Lick Creek,"Missouri, Congressional District 08",,,,,Earth,26,,1967,42,42,35,0,06/19/1980,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Rustic Hills Lake Dam,MO30467,,Private,Recreation,Recreation,38.41128208,-90.66959926,Missouri,Jefferson,Labarque Creek,Tr-La Barque Creek,"Missouri, Congressional District 03",,,,,Earth,37,500,1968,118,118,0.23,,09/02/2021,3,High,Satisfactory,12/21/2007,Yes,08/17/2015,05/03/2023,https://damsafety.org/missouri
Lake Viking Dam,MO10414,VIKING VALLEY ASSN,Private,Water Supply,Water Supply;Recreation,39.9381,-94.056767,Missouri,Daviess,Gallatin,Big Creek,"Missouri, Congressional District 06",,,,,Earth,85,1500,1967,25075,25075,14.22,,03/01/2023,3,High,Satisfactory,12/19/2007,Yes,10/20/2011,05/03/2023,https://damsafety.org/missouri
Duce Lake Dam,MO10322,CLARENCE DUCE,Private,Debris Control,"Debris Control;Fire Protection, Stock, Or Small Fish Pond;Recreation",39.84546464,-94.31643696,Missouri,DeKalb,Santa Rosa,Tr-Grindstone Creek,"Missouri, Congressional District 06",,,,,Earth,23,,1967,160,160,130,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Winter Haven Lake Dam,MO31192,SUMMERSET POA,Private,Recreation,Recreation,38.08716377,-90.57888937,Missouri,Jefferson,Desoto,Falling Rock Branch,"Missouri, Congressional District 08",,,,,Earth,49,730,1978,301,301,0.34,,08/16/2022,2,High,Satisfactory,12/21/2007,Yes,07/17/2012,05/03/2023,https://damsafety.org/missouri
Jackson Dam,TN18712,Jackson Lake Homeowners Association,Private,Other,Other;Recreation,35.958333,-86.838056,Tennessee,Williamson,Franklin,Dry Branch,"Tennessee, Congressional District 07",,,,,Earth,20,1100,1937,86,86,1.64,,04/07/2025,1,High,Satisfactory,04/07/2025,Yes,,07/17/2025,https://damsafety.org/tennessee
Lake Flamingo Dam,MO11241,GLENN HENDRIX,Private,Recreation,Recreation,39.66450035,-94.74967843,Missouri,Buchanan,Agency,Tr-Pigeon Creek,"Missouri, Congressional District 06",,,,,Earth,20,,1975,107,107,130,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Memphis Reservoir Dam,MO10163,CITY OF MEMPHIS,Local Government,Recreation,Recreation;Water Supply,40.44804458,-92.20062372,Missouri,Scotland,Memphis,Tr-North Fabius River,"Missouri, Congressional District 06",,,,,Earth,28,,1931,614,614,2897,0,10/04/1978,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Floyd Lake Dam,MO30744,F W FLOYD,Private,Recreation,Recreation,37.99688064,-90.75221492,Missouri,Washington,Old Mines,Tr-Old Mines Creek,"Missouri, Congressional District 03",,,,,Earth,21,,1947,90,90,230,0,07/18/1980,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Warwick Downs Dam,MO11119,WARWICK DOWNS HOA,Private,Recreation,Recreation,38.80949228,-90.53448731,Missouri,St. Charles,Kampville,Tr Dardenne Creek,"Missouri, Congressional District 03",,,,,Earth,42,300,1969,40,40,0.2,,04/19/2023,3,High,Satisfactory,12/19/2007,Yes,04/21/2014,05/03/2023,https://damsafety.org/missouri
Lake Arrowhead Dam,MO30572,LAKE ARROWHEAD INC.,Private,Recreation,Recreation,38.34083255,-90.84356875,Missouri,Franklin,Pacific,Johnson Branch Meramec River,"Missouri, Congressional District 02",,,,,Earth,24,,1935,295,295,2100,0,08/24/1978,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Eagle Sky Lake Dam,MO30007,EAGLE SKY FOUNDATION,State,Recreation,Recreation,37.24194444,-90.58833333,Missouri,Wayne,Patterson,Camp Creek,"Missouri, Congressional District 08",,,,,Earth,57,376,1965,3300,3300,5.04,,08/19/2021,3,High,Satisfactory,10/13/2015,Yes,04/06/2015,05/03/2023,https://damsafety.org/missouri
Brays Lake Dam,MO30098,JORDON LEPICH,Private,Recreation,Recreation,37.89141622,-91.77837453,Missouri,Phelps,Newburg,Abbott Branch-Beaver Creek,"Missouri, Congressional District 08",,,,,Earth,79,1200,1963,3636,3636,1.07,,08/29/2022,2,High,Satisfactory,09/14/2010,Yes,12/03/2015,05/03/2023,https://damsafety.org/missouri
Ludwick Lake Dam,MO11322,W C LUDWICK,Private,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond;Recreation",40.38353385,-91.6276483,Missouri,Clark,Wayland,Tr-Fox River,"Missouri, Congressional District 06",,,,,Earth,25,,1975,67,67,65,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
Spring Lake Dam,MO31913,RAINTREE PLANTATION POA,Private,Recreation,Recreation,38.25208001,-90.59149049,Missouri,Jefferson,Hillsboro,Belew Creek Tributary,"Missouri, Congressional District 03",,,,,Earth,55,1000,1989,988,988,1.02,,11/10/2022,2,High,Satisfactory,12/21/2007,Yes,12/08/2014,05/03/2023,https://damsafety.org/missouri
Forest Lake Dam,MO31185,LAKE TIMBERLINE INC,Private,Recreation,Recreation,38.00327292,-90.53750594,Missouri,St. Francois,Blackwell,Tr-Bee Run,"Missouri, Congressional District 08",,,,,Earth,30,,,64,64,380,0,,0,High,Not Rated,,Not Required,,05/25/2018,https://damsafety.org/missouri
